"","DA01227","DA10098","DA10184","DA10151","DA00568","FMT81","DA10136","DA10067","DA10104","DA00720","DA00165","DA00498","FMT02","FMT99","GSVY1IH01.MID7.pool1-7","DA10158","DA10168","FMT85","GSVY1IH01.MID6.pool1-6","DA10175","FMT17A","DA10096","DA00170","DA00595","GSVY1IH01.MID9.pool1-9","FMT88","DA01242","DA10051","FMT93","DA00721","FMT44","DA00381","DA01384","DA00619","DA00383","FMT32","DA10009","DA00470","DA10189","FMT10A","FMT103","DA10143","GG349S007.MID13.1327","DA10017","DA10166","DA10065","DA00818","DA00318","DA01468","FMT21","DA10172","DA00804","DA00108","DA00729","DA01205","DA01161","FMT16A","DA10119","DA10167","GSVY1IH02.MID4.pool2-4","DA10073","DA10084","FMT59","GSVY1IH02.MID12.pool2-12","DA10055","DA01335","DA10022","DA10156","FMT100","GSVY1IH01.MID5.pool1-5","FMT72","DA10160","DA10093","DA10181","DA10053","FMT18","FMT19A","DA01106","DA10038","FMT108","GG349S008.MID13.1328","DA00581","DA01408","FMT16","DA10162","DA10083","FMT21A","DA00555","DA00675","DA10164","GSVY1IH03.MID4.pool3-4","DA01547","DA10061","DA10123","DA10188","DA01231","DA01324","DA10050","DA00904","DA10142","DA00280","GSVY1IH02.MID9.pool2-9","DA10154","DA01128","DA10033","DA10150","DA10011","DA01073","DA00228","DA10079","DA00815","FMT58","DA10145","DA00603","GSVY1IH04.MID3.pool4-3","DA10091","FMT11A","GG349S005.MID13.1325","FMT26","FMT102","DA10015","FMT04","DA00575","FMT29","DA10152","DA10058","DA10178","DA00397","DA01235","FMT28","DA01119","FMT11","FMT22","DA10110","DA00896","DA10149","DA01071","DA10003","DA01109","DA00927","DA00884","DA01291","DA10141","DA10002","GSVY1IH02.MID2.pool2-2","DA10081","DA01068","DA01588","DA00491","FMT97","GSVY1IH03.MID6.pool3-6","GSVY1IH01.MID11.pool1-11","DA10169","DA01467","GSVY1IH04.MID6.pool4-6","DA10054","FMT62","GSVY1IH01.MID4.pool1-1","FMT20","DA10146","DA00282","DA10042","FMT10","DA10056","DA01030","DA10016","DA10108","FMT67","DA00778","DA10112","DA00886","DA10029","DA00988","DA00691","DA00299","DA10012","DA00154","FMT33","DA10121","FMT77","GSVY1IH04.MID2.pool4-2","FMT109","DA01134","DA00953","DA00369","DA01259","DA10183","FMT92A","GSVY1IH01.MID10.pool1-10","DA10027","DA10177","GSVY1IH02.MID8.pool2-8","DA10039","DA00621","DA10127","FMT23A","FMT14","DA10035","DA10028","DA10113","DA00236","DA01267","DA10048","DA00955","FMT15A","FMT106","DA00563","FMT105","DA10006","DA00638","FMT12A","DA01380","DA10026","DA00380","DA01005","DA01040","DA01213","DA01582","GSVY1IH03.MID7.pool3-7","DA10008","DA01255","DA00578","DA10018","DA00687","FMT05","DA10090","FMT69","DA00984","DA00673","DA01311","FMT66","DA00556","FMT13A","DA10115","DA10171","DA10131","FMT71","FMT82","FMT78","DA10025","DA01571","FMT15B","DA10062","GSVY1IH02.MID7.pool2-7","DA00550","FMT35","FMT25A","DA01190","DA01441","FMT53","FMT03","DA10049","DA01129","DA10155","DA01563","DA10165","GSVY1IH04.MID4.pool4-4","DA00605","FMT47","GSVY1IH04.MID7.pool4-7","DA10069","DA10070","FMT15","DA10100","GSVY1IH04.MID7.pool4-1","DA10148","DA00283","DA00897","GSVY1IH03.MID8.pool3-8","DA10138","DA01381","DA10107","FMT23","GSVY1IH01.MID4.pool1-4","DA00632","DA00908","DA10117","DA10147","FMT19","GSVY1IH01.MID12.pool1-12","DA10047","FMT41","DA00600","DA10059","DA00153","GG349S004.MID13.1323","DA00850","DA00346","DA01167","DA01245","DA00530","DA01320","DA10135","DA01339","DA01193","DA10170","DA10030","DA01143","FMT95","DA10095","GSVY1IH01.MID2.pool1-2","DA01018","DA00812","DA00740","DA01157","FMT3A","DA10161","FMT110","DA10174","DA10019","DA00989","DA00926","FMT64","FMT37","GSVY1IH02.MID10.pool2-1","DA10076","DA01203","DA01076","FMT39","DA10066","GSVY1IH02.MID6.pool2-6","DA10139","DA10068","DA10041","FMT4A","FMT75","GSVY1IH04.MID11.pool4-11","DA10106","FMT50","DA00703","DA00065","DA00874","DA00659","DA10032","FMT30","FMT56","FMT84","DA01072","DA01223","DA10130","DA01211","DA00943","DA10133","GSVY1IH03.MID12.pool3-1","GG349S001.MID13.1320","DA10045","GSVY1IH04.MID8.pool4-8","DA10088","DA10187","DA00889","DA10037","DA00962","DA00997","FMT17","DA10024","DA01146","DA10180","DA00430","DA00735","DA10040","GSVY1IH04.MID9.pool4-9","DA00755","DA01041","FMT51","FMT27","DA00678","DA10082","DA10103","DA01555","DA00580","DA01110","DA10129","DA00658","DA01501","FMT12","FMT25","DA10125","DA01138","FMT2A","DA10057","DA01044","DA00918","FMT01","DA01313","DA10176","FMT98","GG349S002.MID13.1321","DA10120","DA00949","DA00458","FMT101","DA01482","FMT55","DA01270","DA00375","DA10124","FMT43","FMT20A","DA10114","DA00382","DA00331","DA01370","DA10122","DA10109","DA10173","FMT80","DA01024","DA00502","DA10005","DA10134","GSVY1IH03.MID9.pool3-9","DA10116","FMT24","DA01556","DA10186","FMT31","DA10094","DA10137","GSVY1IH03.MID12.pool3-12","DA10097","DA00810","DA10077","DA10157","DA00461","DA10101","FMT13","GSVY1IH03.MID3.pool3-3","DA00912","DA10159","DA01495","GSVY1IH03.MID11.pool3-11","GG349S006.MID13.1326","DA01210","FMT14A","DA00821","DA10023","FMT1A","FMT6A","FMT49","FMT06","GG349S003.MID13.1322","DA10092","FMT34","DA01026","FMT74","FMT96","DA10007","DA00565","DA10075","DA10071","DA10126","DA00885","FMT92B","DA00210","DA10085","GSVY1IH01.MID3.pool1-3","DA01089","DA10034","DA10182","FMT5A","DA10036"
"sp33",0,0,0,1,0,0,0,0,0,0,0,0,0,0,144,0,0,0,115,0,0,0,0,0,66,2,0,0,0,0,16,0,2,0,0,0,0,1,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,95,0,0,0,1,0,36,0,0,0,0,0,2,0,0,0,1,1508,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,88,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,21,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75,0,0,0,6,0,0,0,29,0,2,0,0,2,4,0,0,0,6,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,3,0,1,0,39,0,0,0,3,0,0,2,1,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,191,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,1,0,0,0,0,34,0,0,0,7,1,0,0,0,0,0,41,0,1,0,0,0,118,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,73,0,0,44,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,67,14,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,411,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,6,0,0,0,0,51,0,0,0,0,0,239,0,375,0,0,0,0,113,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0
"sp34",0,0,0,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,10,0,8,0,0,0,142,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,71,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2006,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,44,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,27,0,0,0,1,1,0,0,32,0,9,0,0,0,3,0,1,0,1,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,33,0,0,0,0,0,0,4,0,0,0,36,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,2,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,78,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,30,0,3,25,0,1,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,57,0,0,354,0,0,0,0,0,0,2,0,490,0,0,0,0,384,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0
"sp35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,80,0,0,0,5,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,45,18,0,0,0,0,0,0,83,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,97,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,1,1,0,0,57,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"sp36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,2,0,2,0,0,0,102,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,323,0,0,0,0,0,42,0,1,0,0,0,9,0,0,0,0,1335,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,0,0,0,90,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,26,0,0,0,0,0,0,0,0,9,0,0,0,9,0,1,5,0,1,0,0,0,0,0,0,55,0,0,2,0,1,0,0,0,0,2,75,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,19,0,0,29,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,4,1,0,105,0,0,0,0,0,0,1,0,391,0,0,0,0,213,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sp37",0,0,5,0,0,0,4,2,1,0,0,0,0,0,3,0,4,1,24,2,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,3,0,6,13,0,151,2,0,3,8,0,4,0,2,0,3,11,0,0,0,5,0,21,4,17,0,11,1,0,0,0,0,0,1,3,3,2,0,0,0,0,18,0,1,5,2,0,3,0,0,0,0,0,0,3,0,0,1,0,15,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,7,1,0,0,0,3,0,1,0,0,0,0,1,0,2,0,4,0,0,0,5,0,1,1,0,0,2,13,3,0,0,0,1,0,0,3,0,6,0,0,7,0,2,11,0,1,0,16,6,1,3,0,0,0,0,0,6,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0,0,3,0,48,9,0,0,0,0,6,0,5,0,0,0,20,0,0,3,0,0,0,0,0,0,0,1,4,0,2,0,0,0,0,0,0,8,2,0,5,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,59,0,17,0,5,9,0,0,1,0,0,0,0,4,0,0,26,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,27,10,3,3,4,9,0,0,0,4,0,28,0,0,0,3,0,0,0,37,7,1,0,0,2,0,0,7,0,0,2,0,1,0,0,0,3,0,0,0,0,5,6,1,0,0,5,0,6,0,0,4,0,1,0,0,0,0,3,0,0,6,0,0,38,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,17,1,2,1,0,0,0,0,4,0,0,0,0,0,0,0,9,46,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,38,10,0,22,0,1,0,0,0,0,0,1,2,0,4,56,0,0,2,14,0,1,6,0,4
"sp38",0,0,0,0,0,62,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,0,0,5,3,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,14,0,0,6,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,4,0,0,10,0,5,0,0,0,0,3,1,0,0,0,0,14,0,0,0,0,0,1,0,15,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"sp39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,7,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,30,0,0,0,0,0,0,0,17,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"sp40",0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,138,0,0,0,1,0,8,0,0,0,0,0,4,0,0,0,1,386,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,84,0,1,3,0,0,40,0,0,0,0,1,0,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,47,31,0,0,0,0,0,0,0,0,0,0,10,0,0,2,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,9,2,0,3,0,0,1,0,2,0,0,76,0,0,2,1,0,0,0,0,0,0,0,7,18,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,67,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,265,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,642,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,37,0,0,0,28,0,0,0,0,1,0,0,0,0,27,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,38,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,7,0,7,196,397,1,675,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"sp41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sp42",0,0,0,10,0,0,5,5,16,17,3,23,140,0,3,47,58,11,0,5,0,9,103,0,0,19,3,12,0,9,342,0,7,4,1,1242,31,0,5,0,0,21,0,36,20,1,32,2,1,7,21,94,1,0,0,238,0,9,5,0,7,15,13,0,23,3,42,35,0,0,0,1,6,40,143,8,7,0,27,864,0,28,19,1,27,8,0,8,0,28,0,270,0,2,3,21,22,192,0,13,0,0,13,11,23,20,0,3,0,42,10,2,21,5,0,20,1,1,71,124,60,20,0,851,32,18,16,3,0,137,0,2,203,75,0,3,0,60,0,0,16,1,1,31,0,5,0,10,0,21,0,0,27,45,0,224,3,0,0,11,24,59,0,4,14,84,21,1,5,12,5,191,0,0,0,3,0,724,32,34,0,0,0,3,0,8,10,165,0,336,5,0,13,0,46,139,3,184,12,24,3,18,43,78,2,492,0,134,21,19,0,6,98,0,0,0,0,0,0,94,6,37,75,3,0,11,0,10,9,5,67,94,1,0,50,7,1,0,0,272,8,0,86,0,0,149,219,0,16,6,23,26,0,3,0,14,0,33,2,0,38,21,0,67,0,12,0,0,6,47,1,39,203,0,59,0,31,3,28,28,66,712,3,37,10,0,0,0,0,0,3,2,3,1,18,58,63,0,0,13,0,10,0,0,4,62,20,1084,3,66,8,0,1,111,0,6,4,6,596,26,0,16,76,9,44,0,0,16,0,0,2,0,2,8,429,1,26,1,12,13,14,0,14,1,1,112,0,240,0,0,299,0,18,1,73,0,56,2,0,9,0,2,1,23,18,3,93,79,9,1,0,7,0,0,3,216,2,0,158,21,0,0,149,0,1,22,648,4,5,0,0,7,0,0,0,52,115,1,28,0,0,2,37,37,5,0,0,0,22,3,0,134,389,0,27,702,317,91,2,30,14,161,19,12,6,13,0,0,12,20,0,34,0,6,7,50,254,22,59,54,1,24,298,3,110,0,13,1,6,95,9,7,95,2,30,0,0,36,32,0,5
"sp43",0,93,50,13,0,859,29,354,35,32,480,160,721,2913,20,111,29,1480,2,11,87,141,135,15,4,580,950,50,1,1251,1423,319,174,440,322,8670,38,43,7,3,0,31,16,92,52,831,629,15,0,59,36,249,63,473,542,462,2,24,34,0,85,2348,104,3,13,979,59,27,681,5,0,13,7,98,180,139,212,0,33,4143,1,121,857,127,69,47,0,590,1,41,0,990,24,25,5,107,186,183,602,45,0,3,11,60,64,37,158,1153,0,57,77,0,182,13,2,20,2585,72,1294,1456,166,201,630,5775,88,17,15,1028,81,2193,78,4807,2026,31,4,19,243,136,0,12,7,54,40,114,11,91,357,138,110,3171,7,128,500,425,18,211,58,4,2,12,6,57,0,30,106,32,27,349,21,44,62,487,5,3,36,27,457,3563,58,633,129,0,29,122,41,55,23,1387,258,1730,36,13,78,131,72,756,2572,220,10,153,19,339,129,507,494,2453,10,2240,79,12,570,55,60,1,44,0,0,1,10,338,413,0,86,10,3,114,3,176,8,53,395,290,32,23,98,108,21,1,1,402,153,1,108,11,8,3032,437,0,43,227,407,55,3,10,32,33,0,116,290,30,55,6,0,105,0,54,0,0,1,46,51,22,1540,0,147,3,118,18,136,86,141,3481,42,19,44,0,0,34,7,66,72,0,209,0,417,31,88,8,8,95,28,455,26,0,11,522,22,3302,34,82,798,291,189,626,0,7,503,155,4890,29,129,31,258,81,303,0,9,90,1722,50,97,0,9,714,3239,24,950,7,39,14,108,0,35,30,32,77,9,137,37,0,974,0,78,121,190,0,40,5,0,65,20,41,61,281,760,47,64,33,2621,2,1,18,34,10,2076,409,65,0,608,40,1162,0,3295,1,37,2333,1780,19,7,25,1,209,335,226,0,20,2976,2,29,52,17,55,19,124,22,1,156,0,120,30,5,58,780,1137,76,2988,418,48,43,154,12,61,11,0,16,2927,2,0,35,160,7,744,52,1749,2415,248,3208,1971,2987,4721,641,42,2637,596,1639,0,52,25,229,66,586,1152,713,209,79,89,0,54,70,0,263
