"","DA01227","DA10098","DA10184","DA10151","DA00568","FMT81","DA10136","DA10067","DA10104","DA00720","DA00165","DA00498","FMT02","FMT99","GSVY1IH01.MID7.pool1-7","DA10158","DA10168","FMT85","GSVY1IH01.MID6.pool1-6","DA10175","FMT17A","DA10096","DA00170","DA00595","GSVY1IH01.MID9.pool1-9","FMT88","DA01242","DA10051","FMT93","DA00721","FMT44","DA00381","DA01384","DA00619","DA00383","FMT32","DA10009","DA00470","DA10189","FMT10A","FMT103","DA10143","GG349S007.MID13.1327","DA10017","DA10166","DA10065","DA00818","DA00318","DA01468","FMT21","DA10172","DA00804","DA00108","DA00729","DA01205","DA01161","FMT16A","DA10119","DA10167","GSVY1IH02.MID4.pool2-4","DA10073","DA10084","FMT59","GSVY1IH02.MID12.pool2-12","DA10055","DA01335","DA10022","DA10156","FMT100","GSVY1IH01.MID5.pool1-5","FMT72","DA10160","DA10093","DA10181","DA10053","FMT18","FMT19A","DA01106","DA10038","FMT108","GG349S008.MID13.1328","DA00581","DA01408","FMT16","DA10162","DA10083","FMT21A","DA00555","DA00675","DA10164","GSVY1IH03.MID4.pool3-4","DA01547","DA10061","DA10123","DA10188","DA01231","DA01324","DA10050","DA00904","DA10142","DA00280","GSVY1IH02.MID9.pool2-9","DA10154","DA01128","DA10033","DA10150","DA10011","DA01073","DA00228","DA10079","DA00815","FMT58","DA10145","DA00603","GSVY1IH04.MID3.pool4-3","DA10091","FMT11A","GG349S005.MID13.1325","FMT26","FMT102","DA10015","FMT04","DA00575","FMT29","DA10152","DA10058","DA10178","DA00397","DA01235","FMT28","DA01119","FMT11","FMT22","DA10110","DA00896","DA10149","DA01071","DA10003","DA01109","DA00927","DA00884","DA01291","DA10141","DA10002","GSVY1IH02.MID2.pool2-2","DA10081","DA01068","DA01588","DA00491","FMT97","GSVY1IH03.MID6.pool3-6","GSVY1IH01.MID11.pool1-11","DA10169","DA01467","GSVY1IH04.MID6.pool4-6","DA10054","FMT62","GSVY1IH01.MID4.pool1-1","FMT20","DA10146","DA00282","DA10042","FMT10","DA10056","DA01030","DA10016","DA10108","FMT67","DA00778","DA10112","DA00886","DA10029","DA00988","DA00691","DA00299","DA10012","DA00154","FMT33","DA10121","FMT77","GSVY1IH04.MID2.pool4-2","FMT109","DA01134","DA00953","DA00369","DA01259","DA10183","FMT92A","GSVY1IH01.MID10.pool1-10","DA10027","DA10177","GSVY1IH02.MID8.pool2-8","DA10039","DA00621","DA10127","FMT23A","FMT14","DA10035","DA10028","DA10113","DA00236","DA01267","DA10048","DA00955","FMT15A","FMT106","DA00563","FMT105","DA10006","DA00638","FMT12A","DA01380","DA10026","DA00380","DA01005","DA01040","DA01213","DA01582","GSVY1IH03.MID7.pool3-7","DA10008","DA01255","DA00578","DA10018","DA00687","FMT05","DA10090","FMT69","DA00984","DA00673","DA01311","FMT66","DA00556","FMT13A","DA10115","DA10171","DA10131","FMT71","FMT82","FMT78","DA10025","DA01571","FMT15B","DA10062","GSVY1IH02.MID7.pool2-7","DA00550","FMT35","FMT25A","DA01190","DA01441","FMT53","FMT03","DA10049","DA01129","DA10155","DA01563","DA10165","GSVY1IH04.MID4.pool4-4","DA00605","FMT47","GSVY1IH04.MID7.pool4-7","DA10069","DA10070","FMT15","DA10100","GSVY1IH04.MID7.pool4-1","DA10148","DA00283","DA00897","GSVY1IH03.MID8.pool3-8","DA10138","DA01381","DA10107","FMT23","GSVY1IH01.MID4.pool1-4","DA00632","DA00908","DA10117","DA10147","FMT19","GSVY1IH01.MID12.pool1-12","DA10047","FMT41","DA00600","DA10059","DA00153","GG349S004.MID13.1323","DA00850","DA00346","DA01167","DA01245","DA00530","DA01320","DA10135","DA01339","DA01193","DA10170","DA10030","DA01143","FMT95","DA10095","GSVY1IH01.MID2.pool1-2","DA01018","DA00812","DA00740","DA01157","FMT3A","DA10161","FMT110","DA10174","DA10019","DA00989","DA00926","FMT64","FMT37","GSVY1IH02.MID10.pool2-1","DA10076","DA01203","DA01076","FMT39","DA10066","GSVY1IH02.MID6.pool2-6","DA10139","DA10068","DA10041","FMT4A","FMT75","GSVY1IH04.MID11.pool4-11","DA10106","FMT50","DA00703","DA00065","DA00874","DA00659","DA10032","FMT30","FMT56","FMT84","DA01072","DA01223","DA10130","DA01211","DA00943","DA10133","GSVY1IH03.MID12.pool3-1","GG349S001.MID13.1320","DA10045","GSVY1IH04.MID8.pool4-8","DA10088","DA10187","DA00889","DA10037","DA00962","DA00997","FMT17","DA10024","DA01146","DA10180","DA00430","DA00735","DA10040","GSVY1IH04.MID9.pool4-9","DA00755","DA01041","FMT51","FMT27","DA00678","DA10082","DA10103","DA01555","DA00580","DA01110","DA10129","DA00658","DA01501","FMT12","FMT25","DA10125","DA01138","FMT2A","DA10057","DA01044","DA00918","FMT01","DA01313","DA10176","FMT98","GG349S002.MID13.1321","DA10120","DA00949","DA00458","FMT101","DA01482","FMT55","DA01270","DA00375","DA10124","FMT43","FMT20A","DA10114","DA00382","DA00331","DA01370","DA10122","DA10109","DA10173","FMT80","DA01024","DA00502","DA10005","DA10134","GSVY1IH03.MID9.pool3-9","DA10116","FMT24","DA01556","DA10186","FMT31","DA10094","DA10137","GSVY1IH03.MID12.pool3-12","DA10097","DA00810","DA10077","DA10157","DA00461","DA10101","FMT13","GSVY1IH03.MID3.pool3-3","DA00912","DA10159","DA01495","GSVY1IH03.MID11.pool3-11","GG349S006.MID13.1326","DA01210","FMT14A","DA00821","DA10023","FMT1A","FMT6A","FMT49","FMT06","GG349S003.MID13.1322","DA10092","FMT34","DA01026","FMT74","FMT96","DA10007","DA00565","DA10075","DA10071","DA10126","DA00885","FMT92B","DA00210","DA10085","GSVY1IH01.MID3.pool1-3","DA01089","DA10034","DA10182","FMT5A","DA10036"
"sp55",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,3,0,0,0,0,0,0,2,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,12,0,0,0
"sp56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sp57",50,174,8,16,0,1300,12,1,10,4,2,318,62,136,0,10,14,9,0,0,11,2,0,0,0,2,32,3,5,3,565,0,151,0,191,328,33,7,1,0,5,10,0,5,1,0,0,14,0,0,0,0,0,183,370,166,0,7,23,0,0,127,0,0,57,287,16,49,301,0,1,2,1,13,0,26,26,3,73,592,0,0,0,7,3,42,0,18,0,5,0,40,14,20,6,10,0,8,757,29,9,0,0,0,0,0,275,7,2,11,7,0,62,4,0,37,662,16,95,1516,59,83,10,50,4,1,0,23,15,19,8,754,50,9,0,0,0,42,0,7,0,6,6,7,0,37,61,139,20,3,0,0,2,15,0,249,0,0,0,5,0,1,0,0,1,0,1,2,3,7,8,102,0,0,18,0,58,16,0,85,4,29,0,0,0,444,3,183,25,0,0,0,241,0,6,261,153,43,11,0,1,8,11,65,10,108,5,72,51,2,21,19,30,0,0,0,0,0,0,44,0,0,23,2,95,377,2,97,2,19,14,2,0,0,0,19,1,0,0,41,1,0,0,0,0,129,0,0,13,97,69,118,9,18,331,8,0,50,0,0,65,62,0,9,0,7,34,0,5,0,3,8,245,0,7,27,16,0,22,0,6,39,0,8,2,21,0,0,43,0,2,0,1,0,17,1,43,0,65,9,0,7,13,0,2,78,1,14,1,18,74,27,3,73,0,9,63,39,66,1,4,3,0,128,82,243,0,3,0,2,28,0,0,5,169,1,164,0,4,4,12,415,12,51,0,2,0,1,0,0,55,9,3,18,1,0,16,0,9,120,2,0,0,1717,106,0,2,2,0,0,0,10,12,4,135,2,0,0,29,1,1,338,225,0,2,3,45,0,1075,3,1,41,0,16,0,3,347,0,21,5,10,36,13,0,3,77,60,0,8,5,0,6,0,18,5,302,103,0,0,11,25,57,3,34,5,104,1,0,1,53,0,0,5,74,6,67,328,27,1070,63,2,41,81,71,98,4,14,0,19,95,4,4,85,34,34,27,21,5,2,22,20
"sp58",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111,0,0,0,12,1,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,7,0,0,4,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,92,0,0,0,0,1,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,0,125,7,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sp59",0,0,1,9,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,1,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,6,1,0,0,2,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,2,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,2,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"sp60",0,1,7,10,0,0,14,2,2,5,89,0,52,0,17,14,11,26,1,1,28,0,0,0,0,0,0,4,0,14,12,0,1,0,16,6,12,0,7,0,0,3,0,40,17,20,2,0,0,179,5,2,0,0,0,106,0,3,3,0,3,0,0,1,5,0,5,1,0,1,0,3,2,4,7,15,138,0,0,155,0,13,1,31,22,1,0,2,1,10,0,30,2,5,1,15,28,4,0,10,0,0,4,13,3,6,0,17,0,6,1,0,13,0,0,1,188,8,307,0,1,22,0,248,3,4,18,18,0,112,0,279,85,15,1,17,1,2,0,0,6,0,5,10,0,11,0,0,25,4,0,0,0,37,1,3,15,2,0,5,0,2,0,2,0,18,1,154,1,4,10,12,0,3,0,1,0,1,2,75,1,0,4,6,1,3,10,126,1,84,3,1,1,2,4,0,119,14,0,1,0,0,19,1,19,1,1,1,1,2,21,5,8,0,0,0,0,0,9,5,0,0,2,0,0,7,0,3,5,17,14,1,51,8,2,9,6,0,0,9,3,0,1,9,0,0,33,0,392,51,44,1,0,0,96,1,0,11,14,41,1,5,0,3,0,0,0,0,0,13,275,0,0,0,0,0,11,12,120,1,16,41,0,3,9,0,0,3,8,2,0,0,10,1,8,1,8,0,0,0,0,1,2,0,1,40,19,0,3,2,0,0,31,14,4,5,0,0,114,4,4,19,1,3,29,0,0,10,0,2,1,0,0,2,116,0,164,0,2,1,161,0,5,6,1,3,0,1,8,0,10,0,3,141,14,0,13,0,0,20,0,0,6,14,90,7,3,1,5,0,0,4,0,176,99,22,0,0,45,6,4,0,64,0,11,1,4,2,0,0,0,0,18,0,0,18,46,0,5,2,0,9,4,0,4,0,4,0,0,4,0,6,37,22,4,144,44,14,0,33,0,6,10,0,2,386,0,0,0,7,0,0,1,223,1,14,106,64,174,78,0,0,5,0,11,0,4,0,0,8,4,0,72,2,4,4,0,6,13,0,3
"sp61",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,5,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,20,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"sp62",0,8,76,9,0,0,10,84,61,0,1,0,45,193,38,34,28,30,18,23,9,29,0,1,0,0,1,81,0,11,215,0,0,1,0,4,4,0,46,0,0,13,0,45,51,5,21,0,11,19,58,1,0,0,0,5,0,6,37,4,22,30,0,17,55,1,63,27,151,9,0,28,23,49,46,17,112,0,30,97,6,2,130,22,47,11,0,0,0,14,0,53,10,16,1,18,5,19,0,162,0,0,55,5,6,12,13,11,0,18,4,0,69,42,1,2,1126,29,108,0,9,16,0,833,43,27,0,0,7,60,68,1794,90,1,9,13,0,42,0,1,0,1,19,22,6,36,0,0,28,9,24,0,76,114,109,5,6,94,0,32,0,9,0,2,0,8,3,5,4,21,7,62,0,0,8,54,1,1,16,27,67,0,112,74,0,10,8,236,2,17,8,11,22,1,34,3,868,11,0,9,2,0,41,0,152,2,0,251,11,4,205,5,21,0,4,0,0,0,3,71,3,0,6,0,0,49,0,15,5,2,286,0,4,1,76,39,22,0,0,42,20,0,2,11,0,12,2,0,1,65,32,60,0,37,0,1,0,3,31,11,318,122,0,3,4,5,0,0,30,16,78,28,3,0,2,0,9,10,74,20,41,244,0,3,6,0,0,1,4,0,1,25,2,7,14,0,4,0,7,111,12,6,0,0,53,36,10,0,7,8,0,0,102,37,3,29,2,4,360,6,22,86,10,33,21,0,0,17,0,4,0,0,0,52,539,4,885,7,1,51,4,0,13,58,61,36,6,5,15,0,45,0,8,39,23,4,8,1,0,121,2,1,0,376,235,2,28,3,1,0,0,21,0,159,777,1,157,0,22,26,58,0,490,3,17,16,214,2,0,0,0,31,365,4,0,23,991,0,45,1,0,19,9,25,13,0,0,0,83,52,14,5,4,2,1,353,1,10,4,39,13,17,61,0,1,289,0,0,132,1,0,10,0,121,145,0,525,127,655,306,6,48,4,0,55,0,0,0,8,35,20,67,190,0,7,10,0,2,10,0,16
"sp63",0,0,5,5,0,0,32,4,1,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,1,0,1,25,0,0,27,0,31,1,0,0,4,0,2,0,0,0,4,28,0,0,0,9,2,1,1,2,0,3,0,0,0,0,2,0,11,1,5,0,0,0,0,0,6,0,0,6,1,5,4,34,0,0,0,0,0,4,0,1,2,0,1,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,26,0,0,0,0,0,2,0,2,0,0,0,0,0,1,6,5,0,0,0,2,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,16,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,12,0,0,0,8,0,0,0,0,0,0,21,0,0,6,0,0,14,0,0,0,2,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,2,0,0,0,40,0,0,0,0,18,12,2,0,0,0,0,0,2,0,0,6,5,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,6,21,0,0,0,2,0,0,0,0,0,4,0,0,0,4,2,2,0,0,0,0,0,12,0,1,1,0,0,0,2,0,11,0,0,0,0,0,2,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,8,0,0,1,0,0,1,0,0,0,94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,3,0,0,0,2,1,8,1,0,0,0,4,0,0,6,0,0,18,2,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,1,4,0,0,0,0,0,0,5,0,1,2,0,0,13,8,0,1,4,0,24
"sp64",0,2,1,5,0,106,1,0,1,0,1,1,16,0,0,17,4,14,0,2,16,4,0,0,0,92,6,1,0,4,124,0,0,0,0,32,2,0,2,111,0,3,1,2,8,0,7,0,0,59,8,0,0,0,28,8,0,6,3,1,1,7,0,0,2,0,5,2,292,0,0,7,1,0,2,16,31,0,0,227,1,1,0,37,4,2,0,0,0,1,0,0,1,0,0,28,1,3,0,4,0,0,2,8,5,7,0,0,0,0,0,0,0,1,0,1,151,2,91,0,14,8,0,180,9,1,1,0,0,86,0,261,162,0,0,0,1,3,0,6,3,0,2,12,1,2,21,3,0,125,1,0,3,0,1,4,17,3,0,4,0,7,333,2,1,1,1,29,0,0,1,0,0,0,0,6,1,46,9,51,9,0,0,5,0,1,6,145,1,1,0,3,1,0,3,3,143,0,0,2,0,2,0,2,31,90,2,140,2,0,26,3,15,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,18,28,0,9,10,4,7,16,23,0,4,7,0,4,2,0,2,5,0,2,21,24,1,0,9,65,0,0,0,3,4,3,0,0,3,0,1,0,0,1,8,18,6,12,0,0,0,5,0,54,0,0,138,0,1,0,31,0,2,0,0,0,1,2,0,12,27,3,0,5,2,2,0,1,0,23,22,0,95,7,18,0,0,67,122,0,0,1,3,247,3,1,3,6,1,14,0,0,6,0,0,1,0,0,4,84,0,101,31,2,0,0,0,2,6,2,0,0,1,2,0,0,0,9,32,3,0,14,0,0,1,0,0,0,150,49,0,3,2,0,0,0,2,0,8,122,9,1,0,11,2,0,0,344,0,0,372,0,2,0,0,0,5,0,8,0,6,54,0,2,1,0,3,2,0,2,3,0,0,2,16,2,0,14,1,7,146,8,2,0,5,1,0,1,0,0,415,0,0,7,0,0,0,0,192,3,1,270,91,267,224,0,0,69,0,28,0,0,0,7,0,7,5,133,0,0,0,0,1,11,0,2
"sp65",0,1,31,0,0,0,85,8,4,0,1,0,197,0,6,0,18,12,16,41,7,0,0,10,2,0,0,34,0,0,100,0,0,0,1,0,13,0,1,0,0,28,18,8,21,0,0,87,0,267,36,0,0,1,0,0,0,0,10,0,2,0,0,2,22,0,0,7,0,78,0,25,10,8,12,19,70,0,24,365,0,0,0,9,0,0,0,0,0,82,0,18,3,0,21,239,15,10,0,37,0,1,35,32,0,0,1,0,0,24,0,0,48,0,0,0,1319,75,261,0,2,60,0,216,60,28,8,0,0,433,0,2199,451,5,0,14,0,8,0,19,0,20,4,0,24,1,0,0,21,0,11,0,0,0,44,14,0,1,0,19,33,0,0,0,0,38,13,0,0,5,24,32,0,0,6,1,0,0,1,22,282,0,2,202,1,3,17,1,20,0,16,24,53,153,37,0,1233,25,5,36,5,0,33,4,248,0,0,0,5,0,244,0,0,0,0,0,0,0,2,28,0,0,10,0,0,26,0,263,0,0,20,0,75,0,0,3,27,0,0,26,5,0,17,78,0,9,57,0,0,81,128,16,0,10,0,0,0,0,17,5,29,5,0,9,0,63,0,0,4,84,2,18,0,0,0,0,0,52,54,0,22,0,0,30,4,1,0,0,0,0,10,0,17,0,0,0,0,0,0,4,62,0,0,0,47,130,82,0,0,160,0,0,95,0,87,17,0,20,0,27,3,0,0,16,125,0,0,86,0,0,0,0,0,7,405,2,69,42,21,1,0,0,22,386,0,12,2,0,9,0,0,0,0,38,0,0,23,1,0,32,3,0,0,0,170,0,57,12,0,0,0,12,9,0,1044,54,1,0,118,1,64,0,0,0,48,0,0,67,0,0,0,2899,4,0,0,18,222,0,7,22,0,0,0,2,44,0,0,0,31,0,2,71,149,0,0,319,0,0,1,2,43,54,39,0,6,2118,0,0,67,32,0,4,0,895,0,43,0,0,428,0,1,0,0,0,90,0,5,4,0,5,0,5,0,0,20,0,0,3,0,0,53
